user	item	time	rating
10	2398	979775266	5
10	904	979775329	4
10	1961	979775330	5
10	2096	979775364	5
10	750	979775386	4
10	1240	979775448	5
10	1023	979775485	5
10	1035	979775485	5
10	1233	979775521	4
10	3347	979775575	5
10	1292	979775615	5
10	527	979775615	4
10	1022	979775689	5
10	2087	979775738	5
10	2717	979775973	4
10	2498	979776161	4
10	1831	979776206	5
10	3593	979776253	4
10	275	979776321	4
10	3034	980638330	4
10	3447	980638373	5
10	595	980638533	5
10	1704	980638575	5
10	2693	980638633	5
10	2252	980638688	5
11	2795	978903701	5
11	3809	978903728	5
11	2746	978903773	4
11	104	978903811	5
11	1777	978903927	4
11	1732	978903927	4
11	1753	978904024	4
11	663	978904024	4
11	2539	978904142	4
11	2683	978904242	4
11	333	978904356	4
11	216	978904376	4
11	88	978904663	4
11	2076	978908976	4
12	3658	978220216	4
12	2804	978220237	5
12	923	978220237	5
13	3479	978202283	4
13	1374	978202328	4
13	1127	978202328	4
13	480	978202328	4
13	2161	978202353	4
13	2370	978202417	4
13	2046	978202417	4
13	421	978202491	5
14	1263	978201280	5
14	2731	978201317	4
14	1225	978201317	4
15	593	978199279	4
15	1619	978211867	4
15	161	978212013	4
15	1213	978212141	4
15	1466	978212166	4
15	367	978212166	4
15	1805	978212185	4
15	1804	978212312	4
15	2389	978212352	4
15	1892	978212431	4
15	648	978212463	4
15	1422	978212463	4
15	1597	978212463	4
15	3489	978212591	4
15	1196	978212628	4
15	260	978212645	4
15	1210	978212663	4
15	3461	978212698	4
15	2115	978212720	4
15	3510	978361393	5
16	2581	978174695	4
16	2394	978174720	5
16	2724	978174755	4
17	1129	978160792	4
17	3175	978160792	5
17	1909	978160848	4
17	3701	978160848	4
17	2901	978160848	4
17	3704	978160848	4
17	2407	978160848	4
17	3070	978160848	5
17	2640	978160887	4
17	3375	978160887	4
17	2093	978160887	4
17	76	978160887	4
17	3827	978160887	4
17	2046	978160887	4
17	2657	978160933	5
17	2011	978160933	5
17	1580	978160933	4
17	2105	978160933	4
17	3927	978160933	4
17	2985	978160933	5
17	3033	978160993	4
17	1019	978160993	5
17	780	978160993	4
17	3156	978160993	4
17	2377	978160993	5
17	610	978160993	4
17	2021	978160993	5
17	2116	978160993	4
17	316	978161068	4
17	2311	978161068	4
17	2173	978161068	5
17	164	978161166	4
17	1617	978161166	5
17	707	978161166	4
18	1956	978156476	4
18	2336	978156489	5
18	17	978156535	4
18	1960	978156549	5
18	1246	978156549	5
18	1682	978156582	4
18	1968	978156582	5
18	1094	978156595	4
18	1962	978156664	5
18	2959	978156664	4
18	2291	978156714	5
18	1678	978156714	5
18	3260	978156726	5
18	778	978156753	5
18	2268	978156753	4
18	232	978156766	4
18	2020	978156773	5
18	1185	978156822	5
18	2739	978156836	5
18	1784	978156849	4
18	1357	978156876	5
18	3255	978156876	4
18	3108	978156893	4
18	3252	978156893	4
18	302	978156954	5
18	1639	978156954	4
18	412	978156986	5
18	1271	978156999	5
18	1643	978157031	5
18	1721	978157031	4
18	475	978157031	4
18	2573	978157068	4
18	249	978157082	4
18	3723	978157195	4
18	261	978157259	5
18	3448	978157295	4
18	838	978157335	4
18	26	978157335	4
18	1683	978157434	5
19	1206	978557204	4
19	1270	978557301	5
19	1573	978557492	4
19	2976	978850058	5
19	2762	979427947	5
19	2707	979428881	4
19	2683	979428881	4
19	2959	979429125	5
19	3510	979429182	5
19	785	979429334	4
19	3174	979429390	4
19	3752	979429390	4
19	2502	979429593	4
19	1215	980824980	5
19	111	982125019	4
19	32	982190271	4
19	2918	982190563	4
19	480	982190693	4
19	589	982190992	4
19	2858	982210072	5
19	2836	982295349	4
19	1961	982381393	5
19	1148	982381689	4
19	1193	982730936	5
19	3948	983074230	4
19	223	983074267	5
19	1275	983124158	5
19	318	994556598	4
19	1234	994556636	5
20	3527	1009669181	4
20	1527	1009669181	5
20	1240	1009669181	4
20	1371	1009669227	4
22	3660	978155249	4
22	2542	980065957	4
22	1799	980065971	4
22	3160	980065998	4
22	429	980066054	4
22	2195	980066302	4
22	555	980066372	4
22	733	980066421	4
22	485	980066544	4
22	2161	981605251	4
22	2193	981605251	4
22	2005	981605251	4
22	1127	981605320	4
22	678	981605460	4
22	1198	981605568	4
22	1291	981605593	4
22	1884	991149055	4
22	2046	991149306	4
22	3527	991149320	4
22	2011	991149352	4
22	3698	991149352	4
22	1034	991149472	4
22	908	991149661	4
22	910	991149892	4
23	1517	978465504	4
23	45	978465504	4
23	2395	978465505	4
23	3108	978465537	4
23	52	978465537	4
23	2108	978465537	5
23	2762	978465744	4
23	1218	978465744	5
23	1267	978465796	4
23	1036	978465796	5
23	1994	978466115	4
23	1625	978466204	4
23	3505	978466309	4
23	16	978466309	4
23	377	978466309	5
23	3510	978466366	4
23	911	978466366	5
23	1258	993706407	4
23	1204	993706407	4
23	1222	993706407	5
23	1958	993706513	4
23	2712	993706558	5
23	3052	993706558	5
23	3740	993706593	5
23	2148	993706741	4
23	2617	993706741	5
24	1094	978135019	4
24	1265	978135045	4
24	902	978135045	4
24	3685	978135045	4
24	50	978135062	5
24	260	978135156	5
24	919	978135156	5
24	1198	978135169	5
24	2987	978135218	4
24	1291	978135218	4
24	3175	978135218	4
24	1073	978135218	5
24	3699	978135218	4
24	2640	978135247	4
24	592	978135247	4
24	858	978136660	5
24	1193	978136709	5
24	1635	986156995	4
24	425	986157070	4
24	2757	986157090	4
24	1959	986157437	5
24	2657	986157459	4
25	2501	978132742	5
25	150	978132793	4
25	1610	978132793	5
25	1704	978132864	4
25	546	978132960	4
25	688	978133460	4
25	2324	978134637	4
25	1639	978386028	4
25	2541	978386028	4
25	3174	978386112	4
25	3745	978386228	4
26	3194	978271183	5
26	499	978271741	5
26	3261	978271858	5
26	3152	978272609	5
26	2409	978273066	4
26	2528	978273113	5
26	3506	978273150	4
26	1084	978273251	4
26	902	978273268	4
26	1179	978274105	4
26	198	978274312	4
26	1876	978275083	5
26	16	978275215	4
26	3614	978275316	4
26	45	978275432	5
26	3686	978275503	4
26	605	978275630	4
26	361	978275709	4
26	1457	978276041	4
26	2262	978384764	5
26	1784	978384872	5
27	1217	978129836	4
27	3469	978129930	5
27	908	978129930	5
27	1207	978129930	5
27	318	978129982	4
27	971	978129982	5
27	926	978130018	5
27	1254	978130092	5
27	1262	978130092	5
27	1198	978130092	5
27	1204	978130092	5
28	39	978126393	4
28	1179	978126422	4
28	2321	978126422	4
28	906	978126477	4
28	2947	978126477	4
28	1660	978126545	4
28	2858	978982159	4
28	551	978982185	4
28	3793	978982233	4
28	2657	978982233	4
28	916	978985238	4
28	527	978985280	5
28	912	978985294	5
28	2132	978985335	5
29	2991	978136203	4
29	2993	978136203	5
29	2406	978136203	4
29	2527	978136203	5
29	610	978136239	4
29	2115	978136239	5
29	3639	978136274	4
29	2403	978136274	4
29	733	978136307	4
29	3836	978136307	5
29	3633	978136342	4
30	589	978122110	4
30	1265	978122110	4
30	1216	978122166	4
30	3949	978122183	4
30	3554	978122183	4
31	3516	978121476	4
31	2208	978121516	4
31	933	978121516	5
31	3363	978121552	4
31	3397	978121584	4
31	2371	978121584	5
31	3028	978121634	5
31	1125	978121634	5
31	2302	978121675	4
31	2407	978121675	4
31	2935	978121716	4
31	3341	978121786	4
31	3247	978121815	4
31	3524	978121851	4
32	293	978123515	4
32	608	978123515	4
32	247	978123831	4
32	589	978123849	4
32	474	978123849	4
32	3147	978123863	5
33	3110	978982170	4
33	1189	978982362	5
33	1097	978982390	4
33	1201	978982509	5
33	1207	978982541	5
33	1234	978982541	5
33	949	978982566	5
33	2612	978982608	4
33	1358	978982693	5
33	3364	978982738	4
33	581	978982758	4
33	2288	978982758	4
33	1253	978982834	5
33	1301	978982867	4
33	2000	978982906	5
33	1272	978982999	4
33	931	978983054	4
33	3608	978983108	4
33	3019	978983126	5
33	3505	978983174	4
33	3836	978983205	4
33	2983	978983205	4
33	3363	978983220	4
33	3204	978983262	4
33	1061	978983262	4
33	1084	978983262	4
33	1635	978983331	5
33	474	978983383	5
33	3105	978983457	4
33	2467	978983516	4
33	586	978983558	4
33	36	978985021	4
33	1834	978985055	4
33	2640	978985142	4
33	3507	978985173	4
33	2109	978985430	4
33	2993	978985549	5
33	2554	978985564	4
33	1729	978985622	5
33	1339	978985700	5
34	356	978104384	5
34	587	978104399	4
34	597	978104399	5
34	353	978104414	4
34	2424	978104414	5
34	1735	978104426	4
34	2572	978104449	4
34	497	978104449	5
34	1835	978104466	4
34	838	978104466	4
34	2581	978104491	4
34	339	978104503	4
34	1441	978104515	4
34	543	978104549	4
34	1722	978104549	4
34	708	978104549	4
34	605	978104592	4
34	1100	978104619	4
34	1479	978104619	4
34	550	978104619	4
34	2888	978104630	5
34	2485	978104678	5
34	3257	978104692	4
35	2932	978103051	5
35	3060	978103202	4
35	3751	978103285	4
35	3566	978103378	4
35	3852	978103394	4
35	1148	978103630	4
35	2692	978103693	4
35	969	978103693	5
35	28	978103714	4
35	911	978103732	4
35	2708	978103743	4
35	1197	978103790	5
35	915	978103857	4
35	1210	978103857	4
35	838	978103896	4
35	2100	978103925	4
35	2171	978103967	4
35	1733	978104002	4
35	708	978104034	4
35	2385	978104150	4
35	3703	978104742	4
35	910	978104931	4
35	3088	978104931	5
36	1198	993702088	4
36	858	993702088	5
36	1036	993702114	4
36	555	993702114	5
36	1954	993702139	4
36	2194	993702154	5
36	1264	993702177	5
36	2529	993702188	5
36	3702	993702211	4
36	1101	993702211	5
36	2640	993702241	4
36	592	993702241	5
36	3104	993702241	4
36	1374	993702241	4
36	3635	993702264	4
36	2948	993702264	4
36	3576	993702287	4
36	2001	993702287	5
36	2802	993702306	4
36	2989	993702329	4
36	292	993702359	4
36	2273	993702359	4
36	2013	993702359	4
36	507	993702387	4
36	368	993702411	4
36	2617	993702411	4
36	1608	993702429	5
36	1597	993702429	4
36	3480	993703945	5
36	1292	1012707635	5
36	7	1012707697	4
36	1387	1015904819	5
36	1201	1015904819	4
36	1291	1015904836	5
36	2167	1015904905	5
36	2951	1015904905	4
36	2115	1015904905	5
36	1912	1015904924	5
36	2985	1015904941	4
36	198	1015904988	5
36	1147	1015905111	4
36	581	1015905127	4
36	3142	1015905144	4
36	556	1015905144	5
36	1191	1015905249	4
36	3359	1015905485	5
36	553	1015905626	4
36	1283	1015962403	4
36	3827	1015963458	4
36	2774	1016224902	4
36	2269	1040544350	5
36	1701	1040544350	4
36	3786	1040544521	4
36	2369	1040544564	4
36	3174	1040544685	4
36	296	1040545019	5
36	247	1040545068	4
36	1266	1040545109	5
36	595	1040545109	4
36	1295	1040545109	4
36	3639	1040545125	4
37	236	978057260	4
37	1457	978057260	4
37	252	978057295	5
37	1101	978057295	5
37	587	978057316	5
37	597	978057316	5
37	1380	978057331	5
37	1088	978057358	5
38	47	978046106	4
38	1620	978046134	4
38	2096	978046151	5
38	1	978046225	5
38	588	978046270	4
38	364	978046270	4
38	2355	978046270	4
38	2059	978046369	4
38	586	978046369	4
38	2082	978046407	4
38	1380	978046582	4
38	3948	978046603	4
39	2395	978044326	5
39	2396	978044326	5
39	2700	978044354	4
39	3114	978044380	5
39	2763	978044380	4
39	3793	978044402	4
39	86	978044402	4
40	976	978041189	4
40	3406	978041189	4
40	3628	978041224	4
40	356	978041224	4
40	3062	978041224	4
40	2287	978041250	5
40	3643	978041279	4
40	161	978041312	4
40	780	978041342	4
40	466	978041370	4
41	2719	978041069	4
41	2762	978041394	5
41	1643	978041582	5
42	2174	978041282	4
42	1073	978041282	4
42	2015	978041306	4
42	317	978041324	4
42	2143	978041348	4
42	527	978041479	4
42	318	978041494	4
42	3114	978041513	4
42	2997	978041531	4
42	593	978041567	5
42	2858	978041581	4
42	919	978041634	5
42	3421	978041747	4
42	1265	978041747	5
42	1079	978041747	4
42	3868	978041859	4
42	1257	978041859	5
42	2915	978041859	4
42	1663	978041859	4
42	3526	978041899	4
42	1968	978041899	4
42	2423	978041899	4
42	1297	978041921	4
42	2406	978041921	4
42	2134	978041939	4
42	3552	978041939	5
42	3087	978041960	4
42	2111	978041982	4
42	2371	978041996	4
43	2961	978026591	4
43	3114	978026605	5
43	3793	978026614	4
43	2858	978026708	4
44	1967	1004410272	5
44	2193	1004410300	5
44	2253	1004410386	4
44	1291	1004410532	5
44	3612	1004410560	5
44	969	1004410590	4
44	1073	1004410590	4
44	733	1004410618	4
44	2406	1004410618	4
44	2167	1004410637	4
44	2006	1004410637	4
44	2	1004410663	4
44	316	1004410724	4
44	2135	1004410742	4
44	552	1004410758	4
44	741	1004410877	4
44	2011	1004411101	4
44	3928	1004411407	4
44	1339	1004411431	4
44	3264	1004411446	4
44	249	1004412009	4
44	151	1004412054	4
44	539	1004412155	4
44	2297	1004412196	4
45	2779	977990698	5
45	3099	977990698	5
45	3466	977990727	4
45	3507	977990745	4
45	3608	977990773	4
45	2245	977990805	5
45	2407	977990805	4
45	3852	977990805	4
45	2671	977990879	5
45	52	977990879	4
45	1580	977990879	4
45	3516	977990904	4
45	2496	977990926	4
45	371	977991081	4
45	3812	977991163	4
45	1135	977991240	4
45	3450	977991319	4
45	1014	977991565	4
45	2473	977992097	4
46	1717	977979314	5
46	3273	977979314	5
46	2338	977979336	5
46	1644	977979336	5
46	1327	977979412	5
46	1261	977979427	5
46	3280	977979487	5
47	249	977978739	4
47	1949	977978774	4
47	17	977978774	5
47	34	977978774	4
48	858	978065586	4
48	1221	978065586	4
48	926	978065606	4
48	1104	978065641	4
48	923	978065681	4
48	3095	978065681	4
48	1207	978065698	4
48	1945	978065715	4
48	1201	978065775	4
48	2951	978065775	4
48	599	978065821	4
48	1387	978065922	4
48	1036	978065950	4
48	2947	978065950	4
48	1242	978065950	4
48	2993	978066038	4
48	1101	978066038	4
48	2115	978066063	4
48	1479	978066247	4
48	3404	978066336	5
48	903	978130868	4
48	913	978130868	4
48	924	978130884	4
48	1219	978131080	4
48	608	978131139	4
48	3363	978144355	5
48	1968	978144539	4
48	937	978145255	4
48	901	978146101	4
48	3471	978148242	5
48	2664	978148265	4
48	1310	978149424	4
49	1676	977975196	4
49	2641	977975295	4
49	494	977975333	4
49	1554	978813714	4
49	1252	978813792	5
49	3741	978813792	4
49	1952	978813842	4
49	3362	978813939	4
49	3735	978813939	4
49	1204	978813939	4
49	1193	978813972	4
49	296	978813972	4
49	2858	978813972	4
50	3155	977961187	4
50	266	977961187	4
50	3861	977961307	4
51	2396	977947865	4
51	34	977947865	4
51	2599	977947889	4
51	1923	977947931	4
51	39	977947984	4
51	1895	977948011	5
52	70	977947827	4
52	1552	977947828	4
52	886	977947828	4
52	3020	977947857	4
52	1100	977947857	4
52	2126	977947882	4
52	3617	977947937	4
52	2858	977947937	5
52	3785	977948003	5
52	2706	977948475	5
53	1357	977984231	4
53	222	977984231	5
53	322	977984231	5
53	25	977984268	5
53	431	977984268	4
53	1639	977984328	4
53	1968	977984328	4
53	290	977984328	5
53	1635	977984368	5
53	2943	977984368	4
53	493	977984368	4
53	1466	977984409	5
53	3078	977984409	5
53	3418	977984409	5
53	3668	977984409	5
53	3747	977984409	5
53	1498	977984439	4
53	307	977984471	5
53	235	977984471	5
53	846	977984495	5
53	766	977984518	4
53	3067	977984518	5
53	21	977984565	4
53	1211	977984565	5
53	3685	977984565	5
53	1392	977984607	5
53	592	977984657	5
53	3098	977984657	4
53	3246	977984657	4
53	1680	977984657	5
53	2114	977984657	4
53	94	977984694	4
53	281	977984695	5
53	1279	977984721	5
53	562	977984721	5
53	2194	977984747	4
53	1554	977984747	5
53	2268	977984765	4
53	3252	977984765	4
53	3266	977984851	5
53	302	977984903	5
53	3571	977984903	5
53	446	977984959	5
53	538	977984959	5
53	2639	977985009	5
53	1633	977985081	4
53	3255	977985081	4
53	1729	977985081	4
53	764	977985174	5
53	1810	977985174	5
53	448	977985197	5
53	2000	977985197	4
53	571	977985234	5
53	341	977985310	5
53	1735	977985339	4
53	2919	977985339	5
53	1061	977985339	5
53	1271	977985532	5
53	617	977985555	5
53	1268	977985605	4
53	1365	977985605	5
53	1701	977985663	4
53	3509	977985663	4
53	838	977985703	4
53	1476	977985703	4
53	2112	977985703	4
53	1660	977985746	5
53	3270	977985746	4
53	3591	977985746	5
53	45	977985797	5
53	2165	977985930	5
53	1589	977985930	5
53	358	977985930	4
53	1059	977985959	5
53	1693	977986010	4
53	1395	977986084	4
53	1621	977986084	4
53	1611	977986238	5
53	269	977986238	4
53	1884	977986238	4
53	345	977986324	5
53	506	977986324	5
53	522	977986347	4
53	1190	977986365	5
53	3620	977986392	5
53	412	977986392	4
53	1177	977986413	5
53	2252	977986413	5
53	259	977986431	4
53	1290	977986492	5
53	35	977986492	5
53	1620	977986913	4
53	81	977986913	4
53	1888	977987470	4
53	282	977987470	5
53	697	977987497	4
53	1918	977987497	4
53	148	977987826	5
53	268	977987826	4
53	1836	977987956	5
53	3045	977987999	5
53	893	977987999	4
53	2154	977988255	4
53	1043	977988255	4
53	1522	977988752	4
53	193	977988802	4
53	184	977988856	5
53	581	977990888	5
54	3037	977944816	4
54	1641	977944816	4
54	3421	977944816	4
54	2791	977944816	5
54	34	977944859	4
54	1079	977944859	5
54	3507	977944889	5
55	1784	977948394	4
55	457	977948394	5
55	150	977948415	4
55	356	977948435	5
56	39	977939697	4
56	3114	977939727	5
56	1923	977939751	4
56	588	977939869	5
56	1641	977939869	5
56	2542	977939869	5
56	2321	977939897	5
56	2706	977939897	4
56	440	977939897	4
56	2302	977939927	4
57	1196	977936099	4
57	1274	977936099	4
57	1225	977936099	4
57	1258	977936132	4
57	2804	977936132	5
57	1090	977936132	4
57	1242	977936132	4
58	2867	977940406	4
58	2139	977940446	4
58	497	977940446	4
58	695	977940916	4
58	2333	977940916	5
58	3072	977940916	4
58	357	977940916	4
58	595	977940969	4
58	3039	977940969	4
58	2463	977940969	4
58	3476	977940969	4
58	39	977940969	4
58	2795	977940995	4
58	1747	977941023	4
58	1210	977941023	5
58	3868	977941054	5
58	2025	977941054	4
58	2706	977941081	4
58	1466	977941125	4
58	1954	977941125	4
58	2057	977941185	4
58	2078	977941185	5
58	3210	977941214	4
58	342	977941246	4
58	3148	977941276	5
58	367	977941276	4
58	1125	977941331	4
58	3101	977941364	4
58	3948	977941493	4
58	3176	977941493	4
58	356	977941493	5
58	3893	977941523	4
58	2124	977941553	4
58	2891	977941600	5
58	2118	977941691	4
58	924	977941805	5
58	2140	977941845	5
58	2117	977941845	4
58	3175	977941890	4
58	3699	977941890	4
58	2116	977941890	4
58	2407	977941967	4
58	1909	977941967	4
58	2105	977941967	5
58	1396	977941973	4
58	2454	977942000	5
58	2528	977942000	4
58	2640	977942000	4
58	2011	977942000	4
58	671	977942030	4
58	3070	977942030	5
58	2657	977942030	4
58	2311	977942063	5
58	2054	977942104	4
58	674	977942104	4
58	2364	977942104	4
58	316	977942104	4
58	780	977942156	4
58	2613	977942156	4
58	3033	977942193	4
58	2668	977942193	4
58	2034	977942193	5
58	788	977942240	4
58	435	977942296	4
58	2986	977942329	4
59	1252	1041967475	4
59	590	1041967475	4
59	509	1041967732	4
59	1066	1041967732	4
59	58	1041967787	4
59	2919	1041967849	4
59	959	1041967910	4
59	1304	1041967935	4
59	3359	1041967983	4
59	1234	1041967995	4
59	1283	1041968017	4
59	1226	1041968017	4
59	515	1041968028	4
59	608	1041968077	4
59	1935	1041968094	4
59	2028	1041968094	4
59	1269	1041968140	4
59	1284	1041968140	4
59	903	1041968140	4
59	905	1041968164	5
59	3871	1041968282	4
59	953	1041968282	5
60	1459	977932313	4
60	1625	977932313	5
60	1711	977932313	5
60	1597	977932313	4
60	350	977932313	5
60	1092	977932352	4
60	2583	977932390	4
62	3812	977969066	5
62	3729	977969139	4
62	3468	977969335	4
62	1267	977969382	4
62	3011	977969382	5
62	3634	977969382	4
62	1207	977969382	5
62	1219	977969382	4
62	1304	977969382	4
62	3789	977969426	5
62	1276	977969426	5
62	909	977969426	4
62	1947	977969552	4
62	1950	977969552	5
62	2300	977969598	5
62	3350	977969598	5
62	2782	977969598	5
62	2863	977969598	4
62	3330	977969681	5
62	3507	977969681	4
62	2857	977969681	4
62	1209	977969696	4
62	1035	977969729	4
62	2529	977969775	4
62	3296	977969775	4
62	2729	977969775	4
62	2820	977969775	4
62	3168	977969806	5
62	2870	977969806	5
62	2946	977969840	4
62	2079	977969867	4
62	922	977970024	5
62	926	977970024	5
62	1945	977970024	5
62	1104	977970024	5
62	904	977970066	5
62	916	977970066	4
62	899	977970066	4
62	1944	977970066	4
62	1283	977970109	4
62	910	977970109	4
62	2186	977970109	4
62	2664	977970109	4
62	3871	977970110	5
62	969	977970154	4
62	1946	977970154	4
62	1203	977970154	4
62	949	977970226	5
62	3365	977970226	4
62	1103	977970226	4
62	2183	977970270	5
62	3088	977970270	4
62	2939	977970461	4
63	1682	979518436	5
63	70	979518495	4
63	6	979518533	5
63	1950	979518533	5
63	1407	980111244	5
63	1225	980111298	5
63	3007	980111343	5
63	1094	980111375	5
63	750	980111402	5
63	541	980111457	5
64	1717	977892637	4
64	3273	977892637	4
64	1754	977892673	4
64	3555	977892698	4
64	2858	977892800	5
65	592	994565875	5
65	2987	994565893	4
65	2470	994565908	5
65	2133	994565962	4
65	2421	994566008	4
65	2950	994566008	4
65	2471	994566039	4
65	1797	1010208577	5
65	3552	1010857467	4
65	1250	1010857515	5
65	1090	1010857527	4
65	1294	1010857544	5
65	3448	1010857558	4
65	1298	1010857626	5
65	3066	1010857647	4
65	2815	1010857675	4
65	3147	1018930306	5
65	260	1022468309	4
65	2628	1022468310	4
65	1210	1022468310	4
65	2194	1033335197	5
65	953	1041090068	5
66	1272	977886579	5
66	2694	977886657	5
66	1259	977886709	5
66	1961	977886886	5
67	150	977886662	5
67	3685	977886662	4
67	2067	977886703	5
67	3471	977886703	4
67	3424	977886746	4
67	1954	977886746	5
67	2398	977886855	5
67	1287	977886895	5
67	909	977887019	5
67	994	977887019	5
67	1962	977887088	4
67	902	977887126	5
68	2064	991375952	5
68	2324	991375952	5
68	223	991375952	4
68	2355	991375973	4
68	2300	991375985	5
68	2657	991376026	4
68	1966	991376070	5
68	1270	991376109	4
68	1517	991376175	4
68	1747	991376187	5
69	1721	977882214	4
69	161	977882214	4
69	1357	977882255	4
69	1810	977882255	5
69	3148	977882282	4
69	1834	977882282	5
69	321	977882326	5
69	617	977882326	5
69	446	977882365	4
69	1120	977882398	5
69	476	977882427	4
70	2700	977878254	5
70	2762	977878254	5
70	3157	977878287	4
70	3176	977878287	4
70	2987	977878322	5
70	3114	977878322	4
70	3793	977878348	5
71	223	977875971	4
71	1093	977876004	4
71	2605	977876031	4
71	3408	977876031	4
72	1187	977869485	4
72	17	977869485	4
72	2028	977869485	5
72	150	977869511	4
72	3105	977869538	4
72	3418	977869538	4
73	592	977941376	4
73	1275	977941376	5
73	2985	977941404	4
73	3949	981315429	5
73	785	981315509	4
73	1028	981315509	4
73	2657	981315586	4
73	1371	981315604	4
73	1374	981605005	4
73	2001	981605016	4
73	2105	981605016	4
73	1205	981605029	4
73	2370	981605045	4
73	3444	981605045	5
73	3868	981605156	4
73	2081	981605174	4
73	3552	981605174	4
73	1297	981605191	4
73	3087	981605191	5
73	3448	981605247	4
73	3033	981605264	4
73	2717	981605302	4
73	3052	981605594	4
73	3889	984282049	4
74	1419	993338929	5
74	858	993338943	4
74	615	993338969	5
74	593	993339006	5
74	50	993339024	5
74	1066	993339024	5
75	2581	977853181	5
75	2082	977853313	4
75	2124	977853335	4
75	2572	977853365	4
75	924	978378879	4
75	2571	978749134	5
75	671	978749150	4
75	780	978749168	4
75	480	978749168	4
75	2012	978749195	5
75	788	978749236	4
75	1831	978749236	5
75	1544	978749253	4
75	745	978749351	5
75	2394	978749351	5
75	1148	978749351	4
75	1460	978749442	4
75	2036	978749521	5
75	2152	978749559	4
75	216	978750042	5
75	2555	978750231	5
75	2683	978750231	5
75	2694	978750251	4
75	1911	978750303	5
75	3408	978750335	5
75	2392	978750501	5
75	2761	978750501	5
76	3105	977848319	4
76	3148	977848319	4
76	474	977848319	4
76	3793	989092133	4
76	3578	989092133	5
76	3300	989092194	4
76	3452	989092194	4
76	3717	989092194	4
76	3827	989092194	4
76	3897	989092288	5
76	3783	989092318	4
76	3328	989092352	4
76	3317	989092409	4
76	3408	989092409	4
76	3510	989092470	4
77	3081	977814274	4
77	2700	977814274	4
77	2762	977814274	4
78	3175	978571083	4
78	2384	978571083	4
78	2499	978571083	5
78	1794	978571083	4
78	1042	978571083	4
78	52	978571083	4
78	471	978571083	4
78	1171	978571083	4
78	2155	978571175	4
78	2302	978571175	4
78	1517	978571175	4
78	3282	978571175	4
78	1914	978571175	4
78	539	978571280	5
78	562	978571280	5
78	3247	978571371	4
78	417	978571371	4
79	3044	977805821	4
79	3176	977805821	5
79	2686	977805821	5
79	2024	977805821	4
80	1408	977788538	4
80	24	977788576	4
80	3247	977788757	4
